Index,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Monthly_Charges,Total_Charges,Internet_Service_DSL,Internet_Service_Fiber optic,Internet_Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment_Method_Bank transfer (automatic),Payment_Method_Credit card (automatic),Payment_Method_Electronic check,Payment_Method_Mailed check,x_kpca_rbf,y_kpca_rbf,z_kpca_rbf
5175,1,0,1,0,42,0,0,1,0,0,0,1,0,1,40.15,1626.05,1,0,0,1,0,0,1,0,0,0,0.006235747686367748,-0.09421623205499267,0.1965258636614806
5176,1,0,1,0,67,1,1,0,0,0,0,0,0,0,25.6,1784.9,0,0,1,0,0,1,0,1,0,0,0.29434179790708903,-0.15635468432819305,-0.3164585614586242
5177,1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.35,70.35,0,1,0,1,0,0,0,0,1,0,-0.1466879539894656,0.49049978303503816,0.01145195545046846
5178,1,0,1,0,66,1,1,1,1,1,1,1,1,0,91.7,6075.9,1,0,0,0,0,1,1,0,0,0,-0.10270161738029161,-0.4076113534919648,0.1085793246775209
5179,0,0,0,0,61,1,1,0,0,1,0,0,1,0,89.2,5500.6,0,1,0,1,0,0,0,0,0,1,-0.08763118829891549,-0.039899735125202326,-0.026841755693762764
5180,1,0,1,1,4,1,1,0,0,0,0,0,0,0,24.1,73.1,0,0,1,0,1,0,0,1,0,0,0.2579829474200842,-0.08195780605620556,-0.15144204239470455
5181,0,0,1,1,64,1,1,0,1,0,0,0,0,1,53.85,3399.85,1,0,0,0,1,0,1,0,0,0,0.021794108179078994,-0.19747805019774398,0.027753667764832787
5182,0,1,1,0,54,1,1,1,1,1,1,1,1,1,115.6,6431.05,0,1,0,0,1,0,1,0,0,0,-0.14749633418710575,-0.29872466581808954,-0.0155794897789175
5183,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.75,19.75,0,0,1,1,0,0,0,1,0,0,0.2986387185075035,0.17859022286168627,0.02853771697656015
5184,1,0,1,1,54,1,1,0,0,0,0,0,0,1,24.05,1230.9,0,0,1,0,0,1,1,0,0,0,0.26695538970706617,-0.15558709271444907,-0.31493035335829755
5185,0,0,0,1,18,1,1,0,0,0,0,0,0,0,25.3,454.65,0,0,1,0,0,1,0,1,0,0,0.31203805100536364,-0.08531374514579793,-0.2553897903337268
5186,1,0,0,0,3,1,0,0,1,0,0,0,1,0,84.3,235.05,0,1,0,1,0,0,0,0,1,0,-0.16481093322725524,0.2650679468321257,-0.00794846607639244
5187,0,0,1,1,72,1,1,1,1,1,1,1,1,0,89.75,6595.9,1,0,0,0,0,1,0,1,0,0,-0.08388362138558751,-0.39277305138943086,0.09838367054407605
5188,1,1,1,0,60,1,0,0,1,1,0,1,1,1,97.95,5867.0,0,1,0,0,1,0,0,0,1,0,-0.1881416161325359,-0.1895468029046154,-0.09502159197645116
5189,0,0,1,1,11,1,0,0,0,0,0,0,0,1,20.0,196.35,0,0,1,0,1,0,0,0,0,1,0.38075188492546397,-0.011704925703834806,-0.118129376347473
5190,1,0,1,1,61,1,0,0,1,1,1,1,1,0,103.9,6449.15,0,1,0,0,1,0,0,1,0,0,-0.09901430571460497,-0.28339557189725834,0.010085579781333131
5191,0,0,0,0,39,1,0,0,0,0,0,0,0,0,20.7,762.45,0,0,1,0,0,1,0,1,0,0,0.3909026230333656,-0.05041909819224163,-0.253920253413067
5192,1,0,0,0,37,1,0,0,0,0,0,0,0,0,20.15,785.75,0,0,1,0,1,0,0,1,0,0,0.350378187622168,-0.024458651815603732,-0.11987325475730999
5193,0,0,1,0,72,1,1,0,0,0,0,0,0,1,26.0,1776.0,0,0,1,0,0,1,0,0,0,1,0.3203644714216482,-0.10026979762372139,-0.2650659985507208
5194,1,1,1,0,72,1,1,0,1,1,1,1,0,0,77.35,5396.25,1,0,0,0,0,1,0,1,0,0,-0.059972757015379144,-0.28681174833458495,0.05195623660899346
5195,0,0,0,0,8,1,0,1,0,0,1,0,1,0,66.05,574.5,1,0,0,1,0,0,1,0,0,0,0.015380461156640896,-0.02149067253415213,0.24811607281529285
5196,0,0,1,1,22,1,0,0,0,0,0,0,0,0,19.9,400.3,0,0,1,1,0,0,0,0,0,1,0.4936218493861627,0.1008616512273049,-0.09062675666523744
5197,0,0,0,0,38,1,1,0,1,0,1,0,1,0,68.15,2656.3,1,0,0,1,0,0,0,1,0,0,-0.0406372194795676,-0.09758448464493455,0.15494138337364524
5198,1,0,0,1,17,1,0,0,1,1,1,1,1,0,80.85,1445.95,1,0,0,0,1,0,0,0,1,0,-0.05738587637713305,-0.1544633083332336,0.11568677155296062
5199,0,1,0,0,70,1,1,0,1,1,1,1,0,1,75.5,5212.65,1,0,0,0,0,1,1,0,0,0,-0.07484414755598844,-0.2621305448211677,0.0515722696887187
5200,0,0,0,0,28,1,0,0,0,0,0,0,1,1,80.6,2244.95,0,1,0,1,0,0,0,0,1,0,-0.24122866933066783,0.3471212532044032,-0.08342514306903745
5201,0,0,0,0,15,1,0,0,1,0,0,1,0,1,83.2,1130.0,0,1,0,1,0,0,1,0,0,0,-0.13334841486740598,0.12419813551465766,0.0029702095954871758
5202,1,0,1,1,72,1,1,1,1,1,1,1,1,1,87.55,6463.15,1,0,0,0,0,1,1,0,0,0,-0.09824038321998738,-0.3958842030135998,0.08979211537198328
5203,0,0,1,0,57,1,1,0,1,1,1,1,1,1,109.4,6252.7,0,1,0,0,1,0,1,0,0,0,-0.1760230140950954,-0.32505107566953567,-0.03514021983221965
5204,0,0,1,0,46,0,0,1,1,0,0,1,0,0,45.55,2062.15,1,0,0,1,0,0,0,0,1,0,-0.02332658861666979,-0.0823439074141101,0.19538360972046345
5205,1,0,1,0,30,1,0,0,0,0,0,0,0,0,20.7,587.1,0,0,1,0,1,0,0,1,0,0,0.3403297051341647,-0.05354187488794553,-0.15376204293009033
5206,1,1,1,0,10,1,0,1,0,0,0,0,0,0,75.3,720.45,0,1,0,1,0,0,0,0,1,0,-0.11126653723702483,0.1629842706871998,-0.02271405253205908
5207,1,0,0,0,32,1,0,1,1,1,0,0,1,1,93.4,2979.3,0,1,0,1,0,0,0,1,0,0,-0.15775536900489262,-0.06501479038094768,0.02688500869954443
5208,1,0,0,0,13,1,0,1,0,0,0,0,0,1,73.75,956.65,0,1,0,1,0,0,0,1,0,0,-0.04965352609861158,0.16505267670816937,0.07448995375689586
5209,0,0,0,0,44,1,0,0,1,1,0,1,0,1,88.15,3973.2,0,1,0,1,0,0,0,1,0,0,-0.1674935194029169,-0.042834669140635113,-0.019527851355339198
5210,1,1,0,0,9,1,0,0,0,0,1,0,0,0,49.2,447.9,1,0,0,1,0,0,0,0,0,1,0.12714050363976384,0.09101979851211096,0.26879925376364877
5211,0,0,1,0,67,1,0,0,0,0,0,0,0,0,19.65,1335.2,0,0,1,0,0,1,0,0,0,1,0.46318801190847664,-0.07436725559480324,-0.30198172784035265
5212,0,0,1,0,71,1,1,0,1,1,0,1,1,1,105.15,7555.0,0,1,0,0,0,1,1,0,0,0,-0.16462950265462295,-0.3373869611398697,-0.06596704992152777
5213,1,0,0,0,1,1,0,0,0,0,1,0,0,0,49.0,49.0,1,0,0,1,0,0,0,1,0,0,0.11023894539372386,0.0874506689334138,0.28063876246391095
5214,1,0,1,0,17,0,0,0,1,0,0,1,1,1,49.8,836.35,1,0,0,1,0,0,0,0,0,1,0.011538171487890186,-0.049162852150332836,0.22308534585974552
5215,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.95,20.95,0,0,1,1,0,0,1,0,0,0,0.35708993861377464,0.16528391201541723,0.012632719299120002
5216,0,1,1,0,32,1,1,0,0,1,0,0,0,0,79.3,2570.0,0,1,0,1,0,0,0,0,0,1,-0.04871699393887353,0.03221045287266879,-0.038007411710482615
5217,1,0,1,1,41,1,0,0,0,0,0,0,0,0,19.5,798.2,0,0,1,0,1,0,1,0,0,0,0.32195666494512853,-0.10293361528828773,-0.19998546948051932
5218,0,0,0,0,1,1,0,0,0,0,0,0,0,0,44.15,44.15,1,0,0,1,0,0,1,0,0,0,0.1538804530910827,0.16454640346605243,0.26770865952340955
5219,1,0,1,1,62,1,1,1,1,0,0,1,1,1,105.5,6487.2,0,1,0,1,0,0,0,0,1,0,-0.21438184517070807,-0.160561629373232,-0.10343638356303474
5220,0,0,0,1,17,1,1,0,1,1,1,0,0,1,92.7,1556.85,0,1,0,1,0,0,0,1,0,0,-0.11082400109770842,-0.055243930138109756,0.00989760981573056
5221,0,0,1,1,72,1,1,0,0,0,0,0,0,1,26.25,1988.05,0,0,1,0,0,1,1,0,0,0,0.2419670936724537,-0.1794356914820878,-0.3133157154137931
5222,1,0,1,1,56,1,1,0,1,0,1,1,0,1,96.95,5432.2,0,1,0,1,0,0,0,1,0,0,-0.13693394888652852,-0.1802859167839044,-0.04153410257457787
5223,0,0,0,0,9,1,0,0,0,0,0,0,0,1,20.45,147.55,0,0,1,1,0,0,0,1,0,0,0.30000681154010245,0.17143581628272891,0.01019319218881095
5224,1,0,1,0,72,1,1,1,1,1,1,1,1,1,115.8,8424.9,0,1,0,0,0,1,1,0,0,0,-0.15720582787365214,-0.3991299956234626,0.0057399148916228585
5225,1,0,0,0,20,1,0,1,1,1,1,1,1,1,108.2,2203.7,0,1,0,1,0,0,1,0,0,0,-0.17721229244852266,-0.12814728306091294,0.030861684510543174
5226,1,0,1,1,19,1,0,0,0,0,0,0,0,0,20.2,387.4,0,0,1,0,0,1,0,0,0,1,0.5096091378883234,-0.04507155024274285,-0.30286552923507154
5227,1,0,0,0,53,0,0,0,0,1,1,1,1,0,54.9,3045.75,1,0,0,0,1,0,0,1,0,0,-0.015388004126466223,-0.19835094654215776,0.1480194761098076
5228,1,0,0,0,6,1,0,0,0,0,0,0,0,0,20.15,130.5,0,0,1,1,0,0,1,0,0,0,0.3630334774282246,0.16193669276955125,0.004301825668817833
5229,1,0,1,1,9,1,1,0,0,1,0,1,0,1,90.35,767.9,0,1,0,0,1,0,0,0,1,0,-0.12607498162803704,-0.04546473317563401,-0.08633272070283707
5230,0,0,1,1,8,1,1,0,1,0,0,0,0,0,55.75,446.8,1,0,0,1,0,0,0,0,1,0,0.01093725498721289,0.05942642727837543,0.11667674690535151
5231,0,0,1,1,71,1,1,1,1,1,1,1,1,0,114.6,8100.25,0,1,0,0,0,1,1,0,0,0,-0.1160674305523427,-0.3682599439346619,0.017252617615144426
5232,0,0,1,0,71,0,0,1,1,1,1,1,1,0,66.8,4689.15,1,0,0,0,1,0,1,0,0,0,-0.04289174703741163,-0.25910099697252786,0.13397505463038809
5233,1,0,1,0,68,1,0,0,1,0,1,1,1,1,100.3,6754.35,0,1,0,0,1,0,0,0,1,0,-0.172212989933245,-0.22228254117948162,-0.05028653264864321
5234,1,0,0,0,34,1,1,0,1,0,1,1,1,1,105.35,3540.65,0,1,0,1,0,0,0,0,1,0,-0.3155570383601938,0.017344052492236934,-0.1353560021429921
5235,1,0,0,0,26,1,0,0,1,1,1,0,0,1,85.2,2184.6,0,1,0,0,1,0,0,0,1,0,-0.12578708826989388,-0.04506658621634759,0.01595465198848823
5236,1,0,0,0,7,1,0,0,0,0,0,0,0,1,18.95,130.55,0,0,1,1,0,0,0,0,0,1,0.47080745347109126,0.27682009779029876,0.10515705500694264
5237,0,0,1,0,20,1,0,0,0,0,0,0,0,1,69.8,1540.35,0,1,0,1,0,0,1,0,0,0,-0.04102672573080647,0.17848724540411007,-0.025176960512296277
5238,0,0,1,0,60,1,1,0,1,1,0,1,1,1,106.15,6411.25,0,1,0,1,0,0,0,0,1,0,-0.3093119957418188,-0.1396118295380264,-0.18406870776499823
5239,1,0,1,1,72,1,0,0,0,0,0,0,0,0,20.55,1432.55,0,0,1,0,0,1,0,0,1,0,0.2994203521927996,-0.11115872935497292,-0.30182471219906226
5240,0,1,1,0,72,1,1,0,1,1,0,1,1,1,105.75,7629.85,0,1,0,0,1,0,0,1,0,0,-0.14699145093529645,-0.26606686787703565,-0.05682016063290925
5241,1,0,0,0,4,1,1,0,0,0,0,0,0,0,25.25,101.9,0,0,1,1,0,0,0,0,0,1,0.44268183908415076,0.21898202189514504,0.044537169087014016
5242,1,0,1,1,16,1,0,0,0,0,0,0,0,0,19.75,313.4,0,0,1,1,0,0,0,0,1,0,0.29671464963092636,0.12187547273479807,-0.08861758859531815
5243,0,1,1,0,62,1,1,1,0,1,0,1,1,1,104.85,6312.9,0,1,0,0,1,0,0,0,1,0,-0.1846577675740702,-0.21145430467056112,-0.0911507528319101
5244,0,0,0,0,10,1,0,0,0,0,1,0,1,1,60.95,629.55,1,0,0,1,0,0,0,0,0,1,0.07927822821733217,0.11504146603300046,0.32135781749077813
5245,1,0,0,0,31,1,1,0,1,0,0,0,0,1,81.15,2640.55,0,1,0,1,0,0,0,0,1,0,-0.2505161879986617,0.25990582740576984,-0.10851025598533516
5246,0,0,1,0,71,1,0,0,0,0,0,0,0,0,19.1,1372.45,0,0,1,0,0,1,0,1,0,0,0.344082197679084,-0.14024146907497057,-0.31848502445960303
5247,1,0,0,0,58,1,0,0,0,0,0,0,0,0,20.8,1212.25,0,0,1,0,0,1,0,0,0,1,0.49905258439841793,-0.011562270037215779,-0.23448955899845353
5248,1,0,1,1,70,1,1,1,1,1,1,1,1,1,90.15,6237.05,1,0,0,0,0,1,0,1,0,0,-0.09963784862866179,-0.4017968757613676,0.09770195019888472
5249,0,0,1,0,71,1,1,1,1,1,1,1,1,0,90.1,6310.9,1,0,0,0,0,1,0,0,1,0,-0.12017432326025135,-0.360638562375124,0.08460891187046007
5250,1,1,0,0,69,1,1,1,0,1,1,0,1,0,74.1,5031.0,1,0,0,0,0,1,0,1,0,0,-0.04806629909122206,-0.26262093563814787,0.07609320116635089
5251,0,0,1,1,72,1,1,1,1,1,1,1,1,1,118.75,8672.45,0,1,0,0,0,1,1,0,0,0,-0.13071094753541626,-0.3763204954310153,0.010441321440449838
5252,0,0,1,0,26,1,0,0,0,0,1,0,1,0,85.9,2196.45,0,1,0,1,0,0,0,1,0,0,-0.07324585210297356,0.0012564684026426574,0.005754035993029781
5253,0,0,1,0,33,1,1,0,0,1,1,0,1,1,95.0,3008.15,0,1,0,1,0,0,0,1,0,0,-0.18056936604070067,-0.09074714396562086,-0.050998134668415795
5254,0,0,1,1,10,1,0,0,0,0,0,0,0,0,20.15,220.8,0,0,1,0,0,1,0,0,0,1,0.49767997599754654,-0.03746260233678151,-0.2881243577449104
5255,0,1,0,0,57,1,1,1,0,1,1,0,1,0,101.3,5779.6,0,1,0,0,0,1,0,1,0,0,-0.0935040230340641,-0.24572124107887386,0.0011676746499868023
5256,0,0,0,0,10,1,0,0,0,0,0,0,0,1,21.2,222.65,0,0,1,1,0,0,0,0,1,0,0.23494341966718765,0.30501994002867916,0.027545465071050247
5257,0,0,1,1,39,1,1,0,0,0,0,0,0,1,24.2,914.6,0,0,1,0,1,0,0,0,0,1,0.313945887581371,-0.06424052257158151,-0.16107556288651503
5258,0,0,0,0,11,1,0,0,0,0,0,0,0,0,20.3,246.3,0,0,1,1,0,0,1,0,0,0,0.362992409282887,0.15534888839787722,-0.010879859508160545
5259,0,0,1,1,68,1,1,0,1,1,1,1,1,0,85.3,5560.0,1,0,0,0,0,1,1,0,0,0,-0.07242199848158727,-0.3550773714406392,0.06138016819723886
5260,1,0,0,0,18,1,1,0,0,1,0,1,0,1,89.6,1633.0,0,1,0,0,1,0,0,1,0,0,-0.10709872184297313,-0.07715784091264888,-0.039571557124263704
5261,1,0,0,0,18,1,1,1,0,0,0,0,0,0,56.25,969.85,1,0,0,1,0,0,0,0,0,1,0.14613465073494086,0.10684915950027266,0.29933392620617455
5262,0,0,1,1,52,1,0,0,0,1,0,0,0,1,50.95,2610.65,1,0,0,0,1,0,1,0,0,0,0.05878307965182194,-0.16867793393352587,0.05511633067156647
5263,1,0,1,1,56,1,1,1,1,1,1,1,1,0,115.85,6567.9,0,1,0,0,0,1,0,0,0,1,-0.09655843591526726,-0.3170029615286191,0.02215498025049619
5264,1,0,0,0,45,1,1,0,0,1,1,1,1,1,103.65,4747.85,0,1,0,1,0,0,1,0,0,0,-0.22046320924489554,-0.13837710870774525,-0.06599619157840024
5265,0,0,0,0,67,1,1,0,0,0,0,0,0,1,26.1,1759.55,0,0,1,0,0,1,0,0,0,1,0.3328165561822211,-0.05406066784324737,-0.2157046774393674
5266,1,0,1,0,3,0,0,1,0,0,1,0,0,0,35.1,101.1,1,0,0,1,0,0,0,0,0,1,0.0932125624323092,-0.044719578656646594,0.28576489947529965
5267,1,1,0,0,65,1,0,0,1,1,0,1,1,1,99.1,6496.15,0,1,0,1,0,0,1,0,0,0,-0.1761285913487639,-0.15141171973106052,-0.06689474979268714
5268,1,0,1,0,63,1,1,0,1,0,1,0,1,0,67.25,4234.15,1,0,0,0,0,1,0,0,0,1,0.016930231252850744,-0.23789333210987285,0.07464449321027129
5269,0,0,1,1,11,1,1,0,0,0,0,0,0,0,25.0,300.7,0,0,1,0,0,1,0,0,0,1,0.4243387527625527,-0.061639698262196174,-0.28867419743151984
5270,1,0,0,1,1,1,0,0,0,0,1,0,1,1,59.55,59.55,1,0,0,1,0,0,0,0,0,1,0.09076061510885214,0.06009221978937505,0.26320352639737526
5271,1,0,0,0,55,1,1,0,0,1,0,1,1,1,77.8,4323.35,1,0,0,0,0,1,1,0,0,0,-0.07666044942930415,-0.24301444546178427,0.033557172911094744
5272,1,0,1,1,25,1,1,0,0,0,1,0,0,1,55.1,1466.1,1,0,0,0,1,0,0,0,0,1,0.09907918480892025,-0.10910704103677203,0.1065122550376042
5273,0,0,1,0,72,1,1,0,0,0,0,0,0,1,24.15,1776.45,0,0,1,0,0,1,0,1,0,0,0.23935847080432116,-0.1533370621226601,-0.2847410479612018
5274,0,0,0,1,65,0,0,0,1,0,1,1,0,0,45.25,2933.95,1,0,0,0,0,1,0,0,0,1,0.043046886218503375,-0.17395343783353648,0.11084781917543456
5275,1,0,1,1,7,1,0,0,0,0,0,0,0,0,20.25,144.35,0,0,1,1,0,0,0,0,0,1,0.48717710280036663,0.11701504832454299,-0.05586875311525209
5276,0,0,1,0,72,1,1,1,1,0,1,0,0,0,64.75,4804.75,1,0,0,0,0,1,1,0,0,0,-0.012095802755234326,-0.30304352407347956,0.08302288769608641
5277,1,0,1,0,21,1,0,0,0,0,0,1,0,0,54.6,1125.2,1,0,0,1,0,0,1,0,0,0,0.07083963508361484,0.03841655190819346,0.16785623401927627
5278,0,0,0,0,2,1,0,0,0,0,0,0,0,1,20.7,39.85,0,0,1,1,0,0,1,0,0,0,0.29137348546170777,0.17557535476391337,0.018334714231573762
5279,1,1,0,0,4,1,0,0,0,1,0,1,1,1,94.75,422.4,0,1,0,1,0,0,0,0,1,0,-0.27003915298875264,0.17016010012461144,-0.12671527594810503
5280,1,0,1,0,72,1,1,1,1,1,1,1,1,0,115.8,8332.15,0,1,0,0,0,1,0,1,0,0,-0.13618922733835667,-0.38882713676672764,0.022933348472905866
5281,0,0,0,0,6,1,0,1,0,0,0,0,0,1,49.45,314.6,1,0,0,1,0,0,0,0,1,0,0.0003150383737606684,0.24016996481822364,0.30417017637455185
5282,1,0,0,0,52,1,0,0,0,1,0,0,1,1,83.8,4331.4,0,1,0,1,0,0,0,1,0,0,-0.14317295228164686,-0.009643433690576185,-0.029419630975621135
5283,1,1,1,0,69,1,1,0,1,1,0,0,1,1,95.35,6382.0,0,1,0,1,0,0,1,0,0,0,-0.17540245058459794,-0.17393929409728257,-0.09482724777769196
5284,0,1,0,0,8,1,0,0,0,1,0,0,0,1,74.05,600.15,0,1,0,1,0,0,1,0,0,0,-0.09645264333769396,0.12163272655080408,-0.005613553785363075
5285,0,1,0,0,63,1,1,0,0,1,0,0,1,1,89.6,5538.8,0,1,0,1,0,0,1,0,0,0,-0.17277655109654333,-0.08994537247992951,-0.09745780252727525
5286,1,0,0,0,60,1,1,1,1,1,1,1,1,1,116.6,7049.5,0,1,0,0,1,0,0,1,0,0,-0.15653149463432733,-0.32271343790825385,0.01112927264502517
5287,0,0,1,0,12,1,0,1,0,0,1,0,0,0,54.2,690.5,1,0,0,1,0,0,1,0,0,0,0.06192900069789456,-0.031545912426579385,0.23853253208141798
5288,0,0,0,0,13,1,0,0,0,0,0,0,0,1,19.3,279.3,0,0,1,1,0,0,0,0,0,1,0.46784091472212425,0.26705060906660905,0.08588649151519442
5289,1,0,0,0,22,1,1,1,1,1,0,0,0,0,65.05,1427.55,1,0,0,1,0,0,0,0,0,1,0.04587173648618214,-0.01623208697350733,0.2551591821248965
5290,0,0,1,1,72,1,1,0,0,0,0,0,0,1,24.05,1709.15,0,0,1,0,0,1,1,0,0,0,0.2453919452921174,-0.17731697629268342,-0.3140624017245152
5291,0,0,0,0,2,1,0,0,0,0,0,0,0,0,18.75,53.15,0,0,1,1,0,0,1,0,0,0,0.3556723611149295,0.15914379883570734,0.0034632030746637914
5292,0,0,1,1,40,1,0,0,0,0,0,0,0,0,20.15,777.35,0,0,1,0,0,1,1,0,0,0,0.3797321678532281,-0.1321779687523967,-0.35092144059463193
5293,1,0,1,1,44,1,0,0,0,0,0,0,0,0,20.0,860.85,0,0,1,0,1,0,1,0,0,0,0.3191439340123786,-0.10687967696633414,-0.2018177419294803
5294,1,1,1,0,71,1,0,1,1,0,1,1,0,1,71.0,5012.1,1,0,0,0,1,0,1,0,0,0,-0.050958173558138524,-0.23728210677793593,0.09111707376967507
5295,1,1,0,0,26,1,1,0,0,0,0,1,1,1,93.6,2404.1,0,1,0,1,0,0,0,0,1,0,-0.3316474155838006,0.17523065882806543,-0.2290134902995393
5296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.4,24.4,1,0,0,1,0,0,0,0,0,1,0.17804458878720691,0.07510467045537537,0.3424034446075735
5297,1,0,0,0,3,1,1,0,0,0,1,1,0,1,65.25,209.9,1,0,0,1,0,0,0,0,0,1,0.03609585354138399,0.09066576573761,0.2547659848565559
5298,1,0,0,0,13,1,0,0,0,0,1,0,0,1,50.55,610.75,1,0,0,1,0,0,0,0,0,1,0.1608116452514738,0.16947956471909678,0.3852073139587148
5299,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.7,70.7,0,1,0,1,0,0,0,0,0,1,0.07533889486981538,0.3546677933329864,0.1371250005202185
5300,1,0,1,1,4,1,0,0,0,0,0,0,0,0,45.25,155.35,1,0,0,1,0,0,0,0,0,1,0.25720289653970113,0.10491665306076497,0.22628873059307794
5301,1,0,0,0,2,1,0,0,0,0,0,0,0,1,70.3,144.0,0,1,0,1,0,0,0,0,1,0,-0.14510215603369672,0.48480760304240306,0.010731948576145421
5302,1,0,1,0,72,1,1,1,1,0,1,1,1,1,108.95,7875.0,0,1,0,0,0,1,0,1,0,0,-0.14364971970905943,-0.3639265518803662,0.0024859109620284834
5303,0,0,1,1,37,1,1,0,0,0,0,0,0,0,26.45,911.6,0,0,1,1,0,0,0,0,0,1,0.3959331640332278,0.042092589026900114,-0.13543342145847315
5304,0,0,0,0,23,1,0,0,0,0,0,0,0,1,19.65,478.1,0,0,1,0,1,0,0,1,0,0,0.2940594683514498,7.962905858843294e-05,-0.08271738309494679
5305,0,0,1,1,42,1,0,0,0,0,0,0,0,1,19.05,761.85,0,0,1,0,1,0,0,0,1,0,0.23492660191666118,-0.03600630737860786,-0.15012824797229088
5306,0,0,0,0,32,1,1,1,0,0,0,1,1,0,74.75,2282.95,1,0,0,0,1,0,0,0,0,1,0.01802314345070692,-0.12824284818992265,0.1377017955431081
5307,0,0,1,1,22,1,1,0,0,0,0,0,0,1,75.8,1615.1,0,1,0,1,0,0,1,0,0,0,-0.053363417557816775,0.05741434456405446,-0.08912481619801782
5308,1,0,1,0,42,0,0,0,0,0,0,0,0,1,25.1,1097.15,1,0,0,1,0,0,0,1,0,0,0.06599593141973004,-0.036133715046259826,0.20903773534296272
5309,0,0,0,0,8,1,0,0,0,0,0,0,0,0,44.45,369.3,1,0,0,1,0,0,0,0,0,1,0.2845271609343471,0.24600785734915445,0.3768493540905036
5310,0,0,1,1,65,1,1,1,0,1,0,1,1,1,104.3,6725.3,0,1,0,0,0,1,0,1,0,0,-0.12047992917703211,-0.31941395492650626,-0.03240067119802539
5311,0,0,1,1,70,1,1,1,1,1,1,1,1,1,89.0,6293.2,1,0,0,0,0,1,1,0,0,0,-0.09890236747437253,-0.3969002296735145,0.09019474020649591
5312,1,0,0,1,22,1,0,0,0,0,0,0,0,0,20.15,432.5,0,0,1,1,0,0,0,1,0,0,0.3508279777414888,0.06948874386803361,-0.06987387077080581
5313,0,0,1,1,67,0,0,1,1,0,0,0,0,0,36.15,2434.45,1,0,0,0,0,1,1,0,0,0,0.04481219997872731,-0.20207874126706718,0.07659540947513875
5314,0,0,0,0,25,1,0,0,0,0,0,0,0,1,19.2,532.1,0,0,1,1,0,0,0,1,0,0,0.3043833990935225,0.14899482067415082,-0.014913966984137685
5315,0,0,1,0,20,1,0,0,0,0,0,0,0,0,19.25,375.25,0,0,1,1,0,0,1,0,0,0,0.3502207944129565,0.0882627642970472,-0.08360070897464358
5316,0,0,0,1,2,1,0,1,0,0,0,0,1,1,61.2,125.95,1,0,0,1,0,0,0,1,0,0,0.021593284543684754,0.0067570825029432124,0.19339698598625227
5317,1,0,0,0,51,1,0,0,0,0,0,0,0,0,20.45,1042.65,0,0,1,0,0,1,0,0,0,1,0.5151302284607644,0.0023318636359380956,-0.2288898602498649
5318,0,0,1,1,46,0,0,1,1,0,0,0,0,0,35.05,1620.25,1,0,0,1,0,0,1,0,0,0,0.04022781792750708,-0.1299403171283794,0.16470408409088327
5319,1,0,0,1,13,1,0,0,0,0,0,0,0,0,44.0,659.35,1,0,0,1,0,0,0,0,0,1,0.27346952935127644,0.15083392931694278,0.2858003243408729
5320,1,0,1,1,26,1,0,0,0,1,0,0,0,0,50.35,1285.8,1,0,0,0,1,0,0,0,0,1,0.1730480264874688,-0.09272009647999269,0.10612954433465106
5321,1,0,0,1,19,1,0,0,0,0,0,0,0,1,20.0,377.55,0,0,1,1,0,0,0,0,1,0,0.24018358493872596,0.19143330272949338,-0.02253900569380029
5322,0,0,1,0,72,1,1,1,1,0,1,1,1,1,86.4,6058.95,1,0,0,0,0,1,1,0,0,0,-0.09992886426305568,-0.3724530957150511,0.08827511439241084
5323,1,1,0,0,18,1,1,1,1,0,0,0,0,1,58.4,964.9,1,0,0,1,0,0,0,1,0,0,-0.03881132280076071,-0.022737607693168366,0.13851602468549884
5324,1,0,0,0,24,1,1,0,0,0,0,1,1,1,94.1,2322.85,0,1,0,1,0,0,0,0,1,0,-0.34845559153059263,0.24294146128896715,-0.20320322123007392
5325,0,0,1,0,46,1,1,0,1,1,1,1,1,1,108.9,4854.3,0,1,0,0,0,1,0,1,0,0,-0.17660645245125212,-0.3444269085551748,-0.03181995243739357
5326,0,1,0,0,72,1,1,1,1,1,1,0,1,1,107.4,7748.75,0,1,0,0,0,1,1,0,0,0,-0.11554852215476005,-0.286881146055491,0.002321328687758871
5327,0,1,1,0,70,1,1,1,0,0,0,0,1,1,90.85,6470.1,0,1,0,1,0,0,0,0,1,0,-0.2026817685376913,-0.06899793670133286,-0.125836023394878
5328,0,0,0,0,2,1,0,0,0,0,0,0,0,0,19.9,57.4,0,0,1,1,0,0,0,0,1,0,0.30303574219963253,0.2794418772886933,0.03127858814120694
5329,1,0,1,0,31,1,0,0,0,1,1,0,1,1,66.4,2019.8,1,0,0,1,0,0,0,1,0,0,-0.04263250676816296,-0.09033886871222441,0.17664124253532335
