,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Monthly_Charges,Total_Charges,Internet_Service_DSL,Internet_Service_Fiber optic,Internet_Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment_Method_Bank transfer (automatic),Payment_Method_Credit card (automatic),Payment_Method_Electronic check,Payment_Method_Mailed check,x_kpca_rbf,y_kpca_rbf,z_kpca_rbf,cluster_kpca_rbf
6500,0,0,1,1,48,1,0,0,0,0,0,0,0,0,20.2,1027.25,0,0,1,0,0,1,1,0,0,0,0.35568854927505444,-0.18323657855951903,-0.34746926115094484,0
6501,0,1,1,0,31,0,0,1,1,1,0,0,1,1,50.4,1580.1,1,0,0,0,1,0,0,1,0,0,-0.04148508290195642,-0.17746043111463397,0.12635548765721535,3
6502,0,0,1,1,64,1,1,1,1,1,1,1,1,0,113.35,7222.75,0,1,0,0,1,0,0,0,1,0,-0.17350814133495335,-0.2807706169829944,-0.01716609703448036,3
6503,1,0,1,1,46,1,1,0,1,0,0,0,0,1,80.0,3769.7,0,1,0,1,0,0,1,0,0,0,-0.12001357019976919,-0.033976428512025564,-0.09266418140318389,3
6504,0,0,0,0,52,1,1,0,0,1,1,1,1,1,80.95,4233.95,1,0,0,0,0,1,1,0,0,0,-0.12342135466169435,-0.2754800515615523,0.07418057041682304,3
6505,0,0,1,1,67,1,1,0,0,0,0,0,0,1,24.9,1680.25,0,0,1,0,0,1,0,0,0,1,0.3159664081860609,-0.16248861937062845,-0.2993106533189015,0
6506,0,1,0,0,67,1,1,0,1,0,0,0,0,0,54.9,3725.5,1,0,0,1,0,0,0,0,1,0,-0.07504654044848715,0.022217977202356586,0.058796904132687254,1
6507,0,0,1,0,71,1,1,0,1,1,1,1,1,0,109.25,7707.7,0,1,0,0,0,1,0,0,1,0,-0.21067545697530948,-0.29851212486462747,-0.05954955444753803,3
6508,1,0,0,0,71,1,1,1,1,1,1,1,1,1,116.3,8309.55,0,1,0,0,1,0,1,0,0,0,-0.18191192684910906,-0.31106726913099364,-0.00038012934468921076,3
6509,0,0,0,0,32,1,0,0,0,0,0,0,0,0,19.9,601.55,0,0,1,1,0,0,1,0,0,0,0.3732952698801613,0.10791134461251539,-0.053949737985300186,0
6510,0,0,0,0,2,1,0,0,0,0,0,0,0,0,70.35,139.25,0,1,0,1,0,0,0,0,1,0,-0.06020027572500477,0.5079735744230653,0.01329857299605614,2
6511,0,0,1,0,71,1,1,0,0,0,0,0,0,0,25.6,1888.25,0,0,1,0,0,1,0,1,0,0,0.26562627263411176,-0.19424501692641066,-0.31064911458955885,0
6512,0,0,0,0,60,0,0,1,0,1,0,0,1,1,44.45,2773.9,1,0,0,0,1,0,0,0,1,0,-0.04282750595966354,-0.13966207295422875,0.1665621578885454,3
6513,0,1,0,0,55,1,1,0,0,1,0,1,1,1,100.15,5409.75,0,1,0,0,1,0,0,0,1,0,-0.24729612834467984,-0.10588713997289136,-0.15076932237668694,3
6514,0,0,0,0,6,1,1,0,0,0,0,0,0,1,73.85,401.3,0,1,0,1,0,0,0,0,0,1,0.014947839231464,0.35799258902570624,0.03929372256816619,2
6515,0,0,1,1,48,1,0,1,1,1,0,0,1,1,70.1,3238.4,1,0,0,0,0,1,0,1,0,0,-0.05394894706814165,-0.27770746223410175,0.09730094827033886,3
6516,1,0,1,1,63,1,1,0,0,0,0,0,0,0,25.25,1573.05,0,0,1,0,0,1,0,0,0,1,0.3813927946094192,-0.1726270333743699,-0.33791821107186637,0
6517,1,0,0,1,12,1,0,0,0,0,0,0,0,0,21.05,235.8,0,0,1,1,0,0,0,1,0,0,0.3515205478472732,0.06043277387689092,-0.05745291233817988,0
6518,1,1,1,0,54,0,0,0,0,0,0,0,0,1,24.95,1364.75,1,0,0,1,0,0,1,0,0,0,0.017436926863328525,-0.0638721429466436,0.15281963697212206,1
6519,0,0,1,1,30,1,0,0,0,1,1,1,0,1,64.5,1985.15,1,0,0,0,1,0,0,0,1,0,-0.05567421378779347,-0.1310628983523845,0.10509642802855527,3
6520,0,0,0,0,40,1,1,0,0,1,1,1,1,1,105.95,4335.2,0,1,0,0,1,0,0,1,0,0,-0.1988238374915079,-0.20583218788117966,-0.03652707893546429,3
6521,0,0,1,1,9,1,0,0,0,0,1,0,0,1,75.85,647.5,0,1,0,1,0,0,0,0,1,0,-0.10383132154753234,0.21952828275307526,-0.021812862090237025,2
6522,0,0,0,0,62,0,0,0,1,1,0,0,1,1,43.6,2748.7,1,0,0,0,0,1,0,1,0,0,-0.0238891635600389,-0.19348441693907925,0.13294497591240215,3
6523,1,0,0,0,28,1,0,0,1,0,1,1,0,1,91.25,2483.65,0,1,0,0,1,0,1,0,0,0,-0.11482385747007708,-0.10386541761944891,0.015574311281315032,3
6524,0,0,0,0,70,1,1,1,1,1,1,1,1,0,89.75,6367.2,1,0,0,0,0,1,0,1,0,0,-0.13303727417043118,-0.3757472727388316,0.12142529075470433,3
6525,0,0,0,0,46,1,0,0,1,1,1,1,1,1,104.4,4904.2,0,1,0,0,0,1,1,0,0,0,-0.18755624044671418,-0.2599437436633339,-0.01059632903565161,3
6526,0,0,1,0,23,1,1,0,0,1,0,0,1,0,90.15,2044.95,0,1,0,1,0,0,0,0,0,1,-0.08583519174996446,0.07606701258853828,-0.0413089448378508,2
6527,1,0,1,1,47,0,0,1,0,1,1,0,0,0,40.3,1794.8,1,0,0,0,1,0,0,0,1,0,-0.004166211374800743,-0.17216175654397295,0.15488874711264275,3
6528,1,0,1,1,68,1,0,1,1,1,0,1,1,1,105.25,7173.15,0,1,0,0,0,1,1,0,0,0,-0.15032630628705973,-0.3160015380960735,-0.008251427462488732,3
6529,0,0,0,1,67,1,1,0,1,0,1,1,1,1,104.0,7039.05,0,1,0,0,0,1,0,0,1,0,-0.18656586426335472,-0.22100207339550973,-0.06772648131448832,3
6530,0,0,0,0,14,1,0,0,0,0,1,1,1,1,69.65,921.4,1,0,0,1,0,0,0,0,1,0,-0.13087554735882065,0.17247298330740232,0.19260081424605194,1
6531,1,0,1,1,57,1,1,0,0,0,0,0,0,1,74.3,4018.35,0,1,0,1,0,0,0,0,1,0,-0.16470309968978897,0.12812518812057888,-0.1691826645812787,2
6532,0,0,1,1,55,1,1,1,0,0,0,1,1,0,100.9,5448.6,0,1,0,0,1,0,0,0,0,1,-0.08295394841864373,-0.1945593721270811,-0.02297076729486923,3
6533,1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.25,20.25,0,0,1,1,0,0,0,0,0,1,0.4928438195458029,0.26096715724387193,0.09652200231242461,0
6534,1,0,0,0,23,1,1,0,0,1,1,1,0,1,96.9,2085.45,0,1,0,1,0,0,0,1,0,0,-0.20010758387051417,0.026794048771581733,-0.03664190325091736,2
6535,1,0,1,0,47,1,1,0,1,1,0,1,1,1,104.1,5135.15,0,1,0,1,0,0,0,0,1,0,-0.38330917974748946,-0.028909523522154278,-0.23479514122201925,2
6536,1,0,0,0,38,1,0,0,0,0,0,0,0,0,20.1,730.1,0,0,1,0,1,0,0,0,0,1,0.4941771074347262,0.003125605170695349,-0.09199182819886266,0
6537,0,1,0,0,2,1,1,0,1,0,0,0,0,1,56.55,118.25,1,0,0,1,0,0,0,1,0,0,-0.032744364118028724,0.06781728058461772,0.13056868799684204,1
6538,1,0,1,0,15,1,0,0,0,0,0,0,0,1,68.6,1108.6,0,1,0,1,0,0,1,0,0,0,-0.03782605009471692,0.23970375314660047,-0.024576877159794907,2
6539,0,0,0,0,26,1,0,0,0,0,0,0,0,1,69.05,1815.65,0,1,0,1,0,0,0,1,0,0,-0.04114768410444156,0.2817173331057681,0.004973745877824238,2
6540,0,0,1,1,35,1,0,0,0,0,0,0,0,0,19.7,730.4,0,0,1,0,0,1,0,1,0,0,0.365731707176421,-0.16633972598294208,-0.3322074604787577,0
6541,1,0,0,1,3,1,0,0,0,0,0,0,0,1,20.05,75.45,0,0,1,1,0,0,0,0,0,1,0.4476275838261781,0.15840899175874357,0.029112842265202027,0
6542,1,0,1,0,42,1,1,1,0,1,0,0,1,1,94.4,4014.6,0,1,0,1,0,0,0,0,1,0,-0.2981861035409349,0.047351118169444276,-0.14705937075523046,2
6543,1,0,1,0,10,1,0,1,0,0,1,0,0,1,54.95,568.85,1,0,0,1,0,0,0,1,0,0,0.023020728269162377,-0.0005479484262262856,0.26238627716231805,1
6544,0,0,1,0,61,1,0,1,1,0,1,0,1,0,93.7,5860.7,0,1,0,0,1,0,1,0,0,0,-0.11032464921326017,-0.24901898832598712,0.03112339859747965,3
6545,0,0,0,0,68,1,1,1,1,0,1,1,1,0,110.25,7279.35,0,1,0,0,0,1,0,1,0,0,-0.15607705786710963,-0.3121245471465488,0.01183989861455769,3
6546,1,0,0,0,10,1,0,1,0,1,0,1,1,1,98.9,1064.95,0,1,0,0,1,0,0,0,1,0,-0.19610076650319472,0.00267079956977306,-0.035308919643400834,3
6547,0,0,1,1,72,1,0,1,0,1,1,1,1,1,80.45,5886.85,1,0,0,0,0,1,1,0,0,0,-0.09720629903305106,-0.33867712771967123,0.09720613081151543,3
6548,1,0,1,1,55,1,0,0,1,0,1,0,0,0,79.4,4238.45,0,1,0,1,0,0,0,0,1,0,-0.10721504799915584,-0.008480394531006233,-0.0271562068726268,3
6549,0,0,0,0,7,1,0,0,0,1,1,0,1,0,62.8,418.3,1,0,0,1,0,0,1,0,0,0,0.001085565425073952,0.0024442936148740785,0.22914874321031894,1
6550,0,0,0,0,2,1,1,0,0,0,0,0,0,1,74.9,136.05,0,1,0,1,0,0,0,0,0,1,0.015717368267290935,0.3593500381341546,0.04433390254574594,2
6551,0,0,0,0,9,1,0,1,0,0,0,0,0,1,74.85,708.2,0,1,0,1,0,0,0,0,1,0,-0.1504520024951288,0.42763435792332183,0.024315848844215535,2
6552,1,0,0,1,27,1,1,0,0,0,0,0,0,1,25.85,788.55,0,0,1,0,0,1,0,1,0,0,0.2532162271288199,-0.10928733453246581,-0.22993805710041965,0
6553,0,0,1,0,64,1,0,0,1,1,1,0,1,1,68.3,4378.8,1,0,0,0,0,1,0,0,0,1,-0.041850335873028506,-0.2558064418596656,0.12281404817304407,3
6554,1,0,0,0,70,0,0,1,0,1,1,0,1,0,48.4,3442.8,1,0,0,0,0,1,1,0,0,0,-0.0242994394285736,-0.23407170760427778,0.15069354438752378,3
6555,1,1,0,0,67,1,0,1,1,0,1,1,1,1,105.05,7171.7,0,1,0,0,0,1,0,0,1,0,-0.16984153519369108,-0.2027632722792847,-0.03000225577677482,3
6556,0,0,0,0,24,1,1,0,0,0,0,0,0,0,25.15,553.0,0,0,1,0,0,1,0,1,0,0,0.31546502264377346,-0.08108362803307827,-0.23632991989153973,0
6557,1,0,1,1,4,1,0,0,0,0,0,0,0,0,19.5,96.85,0,0,1,0,0,1,0,1,0,0,0.34621290425368245,-0.12347309702370665,-0.2621645218975514,0
6558,1,0,1,1,44,1,0,0,0,1,0,1,1,1,92.95,4122.9,0,1,0,1,0,0,1,0,0,0,-0.17950505656436114,-0.084260265479918,-0.08121611038807788,3
6559,0,0,1,1,72,1,0,0,0,0,0,0,0,1,20.7,1482.3,0,0,1,0,0,1,0,0,0,1,0.36577761719514984,-0.15401510206373967,-0.2962939551175374,0
6560,1,0,0,0,66,1,0,0,0,0,0,0,0,0,19.35,1240.8,0,0,1,0,0,1,1,0,0,0,0.342431380760203,-0.12884284474411303,-0.263118628405108,0
6561,1,1,1,0,65,1,1,0,1,1,0,1,1,1,104.35,6578.55,0,1,0,1,0,0,0,0,1,0,-0.3173350950642148,-0.09970643501009677,-0.21435280891989136,3
6562,1,0,0,1,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,0,1,1,0,0,0,0,0,1,0.5187267953155894,0.140556274971732,0.009224892204128733,0
6563,1,0,1,1,38,1,0,1,1,1,1,1,0,0,74.05,2802.3,1,0,0,0,1,0,0,0,1,0,-0.06980105693210703,-0.21696493775928619,0.13723762592751973,3
6564,1,0,0,1,23,0,0,1,0,1,1,0,0,0,40.1,857.75,1,0,0,0,0,1,0,0,0,1,0.05544753254397523,-0.15995272781250908,0.172609665260229,3
6565,0,0,1,0,10,1,0,0,0,0,0,0,0,0,20.1,184.4,0,0,1,0,1,0,0,0,0,1,0.4691724892403713,-0.009236040268347236,-0.10779078456788119,0
6566,1,0,1,1,72,1,1,1,0,1,1,1,1,1,83.55,6093.3,1,0,0,0,0,1,0,1,0,0,-0.11728970152594848,-0.3628089005256033,0.08667636532646697,3
6567,0,0,1,0,35,1,0,0,1,0,1,0,0,0,56.85,1861.1,1,0,0,1,0,0,0,0,1,0,-0.01408030347298665,0.06078435169262282,0.2196836060015533,1
6568,0,0,1,1,58,1,0,0,0,0,0,0,0,0,19.55,1079.65,0,0,1,0,0,1,0,1,0,0,0.34517307024081706,-0.19462706729291981,-0.3464131588894217,0
6569,1,0,1,1,70,1,0,0,1,1,1,1,1,1,106.15,7475.1,0,1,0,0,1,0,0,0,1,0,-0.1807749912244021,-0.24708777338389826,-0.03871417901715221,3
6570,1,0,1,1,38,1,1,0,1,1,0,1,1,0,78.95,2862.55,1,0,0,0,1,0,0,1,0,0,-0.07767658852331895,-0.2437010287554676,0.06220108118254776,3
6571,0,0,1,1,60,0,0,0,1,0,0,1,1,1,49.75,3069.45,1,0,0,1,0,0,0,0,1,0,-0.06894741100070977,-0.09609992997646973,0.13373039381470445,3
6572,1,0,0,0,26,1,1,1,1,0,0,1,0,1,92.4,2349.8,0,1,0,1,0,0,0,1,0,0,-0.19548501455381384,0.028241388647486366,-0.03044859042705788,2
6573,0,0,0,0,8,1,0,1,1,0,1,0,0,0,58.2,469.25,1,0,0,0,1,0,1,0,0,0,0.029559008048308348,-0.12903278041836838,0.21020105215085116,1
6574,0,1,1,0,36,1,1,0,1,0,0,1,0,1,91.95,3301.05,0,1,0,1,0,0,0,1,0,0,-0.21241566593764752,-0.009332993694587993,-0.1265920324570038,2
6575,1,1,0,0,54,1,0,0,0,1,1,0,1,0,65.25,3529.95,1,0,0,0,1,0,1,0,0,0,-0.03789575891531523,-0.17895161792754316,0.0982869841998908,3
6576,0,0,0,0,55,1,1,0,0,0,0,0,0,1,73.1,4144.9,0,1,0,1,0,0,0,0,1,0,-0.22722094672042115,0.3099177807539352,-0.16269480731361458,2
6577,0,0,0,0,72,1,1,1,1,0,0,0,0,0,59.75,4265.0,1,0,0,0,0,1,1,0,0,0,-0.0062816476601146075,-0.23092604800818872,0.06786292901716888,3
6578,0,0,1,1,54,1,1,0,1,1,0,0,0,1,59.8,3246.45,1,0,0,0,0,1,1,0,0,0,-0.018489595192884935,-0.24306268839974735,0.0125427953172521,3
6579,1,0,1,1,72,1,1,1,1,1,1,1,1,1,116.6,8337.45,0,1,0,0,0,1,1,0,0,0,-0.17143687721799036,-0.37200828602153146,0.006701460106194801,3
6580,1,0,0,0,52,1,1,1,0,1,1,1,1,1,109.3,5731.4,0,1,0,0,0,1,0,0,1,0,-0.2379643684605017,-0.2289735642832816,-0.056711382741926115,3
6581,0,1,0,0,60,1,1,1,0,0,0,1,1,1,101.4,6176.6,0,1,0,0,1,0,1,0,0,0,-0.1598061266409441,-0.1827604238043025,-0.05638385839251814,3
6582,0,0,0,0,39,0,0,0,0,1,0,1,1,1,50.65,1905.4,1,0,0,1,0,0,0,1,0,0,-0.047296052039975056,-0.07964936296114969,0.20425732969342866,1
6583,0,0,0,0,15,1,0,0,0,0,0,1,0,0,56.15,931.9,1,0,0,0,1,0,0,0,0,1,0.1706163443310023,0.002323766223689239,0.1952541030374548,1
6584,1,0,1,1,43,1,0,0,0,0,0,0,0,1,19.2,776.25,0,0,1,0,1,0,0,0,0,1,0.37049350490305366,-0.08354881054496126,-0.15359040174769178,0
6585,0,1,0,0,63,1,1,1,1,1,1,1,0,0,83.0,5243.05,1,0,0,0,1,0,1,0,0,0,-0.09059491993500876,-0.2498717223799848,0.09007049572070973,3
6586,1,1,1,0,2,1,0,0,0,0,0,0,0,0,70.1,141.65,0,1,0,1,0,0,0,0,1,0,-0.10583772063941085,0.3135738260310445,-0.06941777633076146,2
6587,0,0,1,1,72,1,0,1,1,1,1,1,1,1,108.3,7679.65,0,1,0,0,0,1,1,0,0,0,-0.15407853201603725,-0.35077161800677004,0.02178638388104077,3
6588,1,0,1,1,40,1,1,0,0,0,0,0,0,0,25.25,1006.9,0,0,1,0,0,1,0,1,0,0,0.30487410694453815,-0.1843995215893171,-0.33036802031778223,0
6589,0,0,1,0,58,0,0,1,1,0,0,1,0,1,45.35,2540.1,1,0,0,0,1,0,0,0,1,0,-0.04361142636278252,-0.1533689055585909,0.1533410267035621,3
6590,1,0,0,0,67,0,0,1,0,0,1,1,0,0,43.9,3097.2,1,0,0,0,0,1,0,0,1,0,-0.016399654241144868,-0.16776005624488727,0.1508047546005914,3
6591,1,0,1,0,31,1,1,0,0,1,1,1,1,1,79.3,2484.0,1,0,0,0,1,0,0,0,0,1,-0.07175461279118597,-0.1880246728898883,0.11577480808085625,3
6592,1,1,1,0,69,1,1,1,1,0,0,0,0,1,84.9,5785.65,0,1,0,1,0,0,0,1,0,0,-0.15537345577385595,-0.1164476953780587,-0.05844573458357607,3
6593,1,0,1,0,32,1,1,0,0,0,1,0,0,1,79.25,2619.15,0,1,0,0,1,0,0,0,1,0,-0.1423411904918381,0.01375168899329478,-0.08586172526962932,2
6594,0,0,0,0,21,1,0,1,1,0,1,1,0,0,71.05,1524.85,1,0,0,0,0,1,0,1,0,0,-0.017183872215992144,-0.19598008666656996,0.16951014712112789,3
6595,1,0,0,0,52,1,0,1,0,1,0,0,0,0,53.75,2790.65,1,0,0,0,1,0,0,0,1,0,0.005331802299911657,-0.08977018046907022,0.16373538575638963,1
6596,0,0,1,1,72,1,1,0,0,0,0,0,0,0,24.25,1784.5,0,0,1,0,0,1,0,1,0,0,0.26609237154582466,-0.2197773967455449,-0.33302009244846975,0
6597,1,0,1,1,52,0,0,1,0,1,0,0,1,0,44.25,2276.1,1,0,0,0,1,0,1,0,0,0,-0.0026288471203139317,-0.19954703896693735,0.12495737901333677,3
6598,0,0,0,0,41,1,0,0,0,0,1,0,0,0,50.05,2029.05,1,0,0,0,1,0,1,0,0,0,0.08800869570400224,-0.11081797514832734,0.15671287790031294,1
6599,1,0,0,0,41,1,0,0,0,0,0,0,0,0,20.15,802.35,0,0,1,0,0,1,0,0,0,1,0.5346398169479919,-0.02607357416479349,-0.22236544358277063,0
6600,1,0,1,1,67,1,1,1,1,1,1,0,0,1,69.35,4653.25,1,0,0,0,1,0,0,1,0,0,-0.07294515807817205,-0.28860203363104003,0.11391711264867697,3
6601,0,0,1,1,16,1,0,0,0,0,0,0,0,0,19.35,275.9,0,0,1,1,0,0,0,0,0,1,0.5020607541802758,0.0684871408740876,-0.08911594362204159,0
6602,1,0,0,0,17,1,0,0,0,0,0,0,0,0,19.15,343.45,0,0,1,0,0,1,0,0,0,1,0.5461007168527316,0.013275590097284828,-0.17947699560396102,0
6603,1,0,1,0,35,1,0,1,1,1,0,0,0,0,61.0,2130.45,1,0,0,1,0,0,0,0,0,1,0.06253223910571856,-0.05033195878144427,0.26720940444515034,1
6604,0,0,1,1,58,1,0,0,0,0,0,0,0,0,20.5,1191.4,0,0,1,0,0,1,0,1,0,0,0.34414918006124734,-0.19533488002247837,-0.3463637109158252,0
6605,1,0,1,1,52,0,0,0,1,1,1,1,0,0,50.2,2554.0,1,0,0,0,0,1,0,0,0,1,0.008788244961591994,-0.21112410545317067,0.1260351006998932,3
6606,0,0,0,0,70,1,0,1,0,1,1,1,1,0,79.6,5589.45,1,0,0,0,0,1,1,0,0,0,-0.08909715333117792,-0.3138012261982868,0.12636180908703445,3
6607,0,0,1,1,19,1,1,0,0,0,0,0,0,1,24.9,467.7,0,0,1,0,0,1,1,0,0,0,0.2525903141748595,-0.13770816841999017,-0.27270213753231165,0
6608,0,0,1,1,35,1,0,1,0,1,1,1,1,1,106.9,3756.45,0,1,0,1,0,0,0,0,1,0,-0.22855611361341624,-0.07723725092046191,-0.04872008657141742,3
6609,0,0,0,0,32,1,1,0,0,1,0,1,1,1,101.35,3334.9,0,1,0,1,0,0,0,0,1,0,-0.3910620774504458,0.19060332479675976,-0.23672456456974847,2
6610,0,0,1,1,17,1,0,1,0,0,1,0,0,1,55.35,920.5,1,0,0,1,0,0,0,1,0,0,0.028304967902316656,-0.05910566840756582,0.20609160983600736,1
6611,0,0,1,1,67,1,0,0,1,0,0,0,0,0,50.55,3431.75,1,0,0,0,1,0,0,1,0,0,0.05379316773344931,-0.1974514898842628,0.05539584473741853,3
6612,0,0,0,0,9,1,0,0,0,0,0,0,0,0,19.5,150.35,0,0,1,1,0,0,1,0,0,0,0.37533950867090293,0.1407369919911479,-0.01683635365461481,0
6613,1,0,0,0,4,1,1,1,0,0,0,1,0,0,90.65,367.95,0,1,0,1,0,0,0,0,1,0,-0.19314414134212507,0.27199942482650635,-0.05911971794524834,2
6614,1,1,1,1,58,1,1,1,1,0,1,0,0,1,89.85,5125.75,0,1,0,0,1,0,1,0,0,0,-0.10011806794495808,-0.21201607300721342,-0.00426169810718148,3
6615,1,0,0,0,60,1,0,1,0,1,1,1,1,0,79.0,4801.1,1,0,0,0,1,0,0,0,0,1,-0.046635503678280246,-0.228999292332996,0.1664838169236934,3
6616,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,0,1,1,0,0,0,0,0,1,0.5764360847189821,0.23825879781728637,0.07641375842779273,0
6617,0,0,1,1,27,1,0,0,0,0,0,0,0,0,19.9,550.1,0,0,1,0,0,1,0,0,0,1,0.5027659488533669,-0.10977454008367174,-0.3225681267472201,0
6618,1,1,1,1,66,1,1,1,1,1,1,1,1,1,116.25,7862.25,0,1,0,0,1,0,0,0,1,0,-0.1679709713646917,-0.25121002708111406,-0.03793572965771971,3
6619,1,0,0,0,15,1,1,1,0,0,0,1,0,1,87.75,1242.2,0,1,0,1,0,0,1,0,0,0,-0.16558058349114146,0.12731018905294952,-0.03488481973140022,2
6620,0,0,0,0,41,1,1,1,0,0,0,0,0,1,81.3,3190.65,0,1,0,1,0,0,0,1,0,0,-0.13178146021034276,0.09079306610138793,-0.027676479728277498,2
6621,1,0,1,0,59,0,0,0,0,0,0,1,1,1,44.3,2666.75,1,0,0,1,0,0,0,0,1,0,-0.07029996012088056,-0.02909783828706171,0.1680182392725666,1
6622,0,0,0,1,50,1,0,0,0,0,0,0,0,0,70.35,3533.6,0,1,0,0,0,1,0,1,0,0,0.06641906798221674,-0.10363519033072958,-0.114742778785437,3
6623,1,0,1,1,17,0,0,1,0,1,0,1,0,0,44.45,792.15,1,0,0,0,1,0,0,1,0,0,0.00725448913923485,-0.17437138541581435,0.13865148257740395,3
6624,1,0,1,1,6,1,0,1,0,0,0,0,0,1,49.15,295.65,1,0,0,1,0,0,0,0,1,0,0.024521091442788034,0.1261062007677471,0.2118801539703647,1
6625,1,1,1,0,51,0,0,0,1,0,0,0,0,1,29.45,1459.35,1,0,0,1,0,0,0,1,0,0,-0.003394147148351733,-0.08430764321640857,0.15843744703609022,1
6626,1,0,1,0,49,1,0,0,1,0,0,1,0,1,85.3,4297.95,0,1,0,1,0,0,0,1,0,0,-0.17074681617268656,-0.008778092530583917,-0.061889982166021255,3
6627,1,0,1,0,59,1,1,1,0,0,1,0,1,1,69.1,4096.9,1,0,0,0,1,0,0,0,0,1,-0.032958302294157825,-0.20828048445722513,0.13476820449766624,3
6628,1,1,0,0,50,1,1,1,1,0,0,1,0,1,70.35,3454.6,1,0,0,1,0,0,1,0,0,0,-0.1064587368682634,-0.09259569959629026,0.08215910954926134,3
6629,0,0,1,1,59,1,0,0,0,0,0,0,0,0,20.6,1286.0,0,0,1,0,0,1,0,0,0,1,0.46085947117956777,-0.15478130753579272,-0.34931376071553216,0
6630,1,0,0,0,18,1,1,0,0,0,0,0,0,0,74.15,1387.0,0,1,0,1,0,0,0,0,0,1,0.07513716857644535,0.29047755613804427,0.038824641382410645,1
6631,1,0,0,0,10,1,1,0,0,0,0,0,0,0,75.05,786.3,0,1,0,1,0,0,0,0,1,0,-0.1355925887165419,0.4572415125381238,-0.08088480345396379,2
6632,1,0,1,0,14,1,0,0,0,0,0,0,0,0,44.6,641.25,1,0,0,0,1,0,0,0,1,0,0.10726319643833622,0.04396446509347202,0.13192882110584736,1
6633,1,0,0,0,35,1,0,0,0,0,0,0,0,0,21.45,705.45,0,0,1,0,0,1,1,0,0,0,0.38266640971927507,-0.07685415656014075,-0.24056305926743413,0
6634,1,0,1,1,8,1,0,0,0,0,0,0,0,1,43.45,345.5,1,0,0,0,1,0,0,0,0,1,0.19283794609264981,-0.03509387531221546,0.1312563248282733,1
6635,1,0,1,1,18,1,0,0,0,0,0,0,0,0,20.05,345.9,0,0,1,0,1,0,1,0,0,0,0.3114953710410333,-0.11059031690173853,-0.17130489945118946,0
6636,0,0,1,1,60,1,1,1,1,0,0,1,0,0,94.15,5811.8,0,1,0,0,1,0,1,0,0,0,-0.10447344650855128,-0.23890810099504367,-0.02202986853450148,3
6637,0,0,0,0,6,1,0,0,0,0,0,0,0,0,19.55,124.45,0,0,1,0,0,1,0,0,0,1,0.528247919867234,0.024049092471733303,-0.16005459637796995,0
6638,0,0,0,1,19,1,1,1,1,0,1,1,0,1,75.9,1375.6,1,0,0,1,0,0,0,0,0,1,-0.024984924092660205,-0.06921182741684934,0.20121943563464892,1
6639,1,0,1,1,53,1,1,1,1,0,1,0,0,0,64.15,3491.55,1,0,0,0,1,0,1,0,0,0,-0.02264779000184796,-0.24995319705908464,0.11033986273957463,3
6640,1,1,1,0,72,1,1,1,1,1,0,1,1,1,109.55,7920.7,0,1,0,0,0,1,1,0,0,0,-0.1756022385755451,-0.30227399853933024,-0.039024788790546,3
6641,0,0,1,0,60,1,1,0,1,1,1,1,1,1,110.8,6640.7,0,1,0,0,0,1,0,1,0,0,-0.21720241803852475,-0.3569914204879903,-0.03357070756111668,3
6642,0,0,0,1,13,1,0,0,0,1,1,0,0,0,53.45,718.1,1,0,0,1,0,0,0,0,0,1,0.14191163868024184,0.024469702994985083,0.2721718440362069,1
6643,0,0,1,1,5,1,0,0,0,0,0,0,0,0,69.95,320.4,0,1,0,1,0,0,0,1,0,0,0.049814721408850446,0.11318501515102415,-0.01917824047987029,1
6644,1,0,1,1,13,1,0,0,0,1,0,1,1,0,97.0,1334.45,0,1,0,1,0,0,0,0,1,0,-0.19273855409993587,0.09915435340869604,-0.09661367631466823,2
6645,1,0,0,0,37,1,1,1,1,1,1,1,1,1,90.6,3358.65,1,0,0,0,1,0,1,0,0,0,-0.13865543321194032,-0.28055528981190636,0.12878594041875355,3
6646,1,0,1,0,64,1,0,1,0,0,0,0,0,1,73.55,4764.0,0,1,0,1,0,0,0,0,0,1,-0.023877467802593123,0.028987343458159107,0.02655682872254945,1
6647,0,0,1,0,61,1,1,0,1,0,1,0,1,1,94.35,5703.0,0,1,0,0,0,1,1,0,0,0,-0.1590183237739454,-0.2699478217216966,-0.05670535457091323,3
6648,1,0,0,0,26,1,0,0,0,0,0,0,0,0,19.4,525.55,0,0,1,0,1,0,0,0,0,1,0.5065962734308594,0.021209379371406784,-0.07712053715101441,0
6649,1,0,1,0,24,1,0,0,0,0,0,0,0,0,19.75,483.15,0,0,1,0,0,1,0,0,0,1,0.5238974644917197,-0.04908765557923617,-0.25433675454151183,0
6650,1,0,1,0,17,0,0,0,0,1,1,1,1,0,54.6,934.8,1,0,0,0,1,0,0,0,1,0,-0.04434639865384007,-0.14057472665417917,0.15857499825934843,3
